product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency
Prod033,Cus011,Mark003,2018-04-09,1,2148,"INR"
Prod033,Cus011,Mark003,2018-04-13,2,5375,"INR"
Prod033,Cus011,Mark003,2018-04-16,1,1074,"INR"
Prod033,Cus011,Mark003,2018-04-20,1,1074,"INR"
Prod033,Cus011,Mark003,2018-04-27,1,3227,"INR"
Prod033,Cus011,Mark003,2018-04-30,1,1074,"INR"
Prod033,Cus011,Mark003,2018-05-07,2,7528,"INR"
Prod033,Cus011,Mark003,2018-05-16,2,6449,"INR"
Prod033,Cus011,Mark003,2018-05-18,1,3222,"INR"
Prod033,Cus011,Mark003,2018-05-28,1,3222,"INR"
Prod033,Cus011,Mark003,2018-06-01,1,4301,"INR"
Prod033,Cus011,Mark003,2018-06-04,2,6449,"INR"
Prod033,Cus011,Mark003,2018-06-11,2,5375,"INR"
Prod033,Cus011,Mark003,2018-06-18,1,3227,"INR"
Prod033,Cus011,Mark003,2018-06-19,1,4301,"INR"
Prod033,Cus011,Mark003,2018-06-25,1,3227,"INR"
Prod033,Cus011,Mark003,2018-07-02,1,1074,"INR"
Prod033,Cus011,Mark003,2018-07-09,3,8597,"INR"
Prod033,Cus011,Mark003,2018-07-16,1,1074,"INR"
Prod033,Cus011,Mark003,2018-07-17,2,5375,"INR"
Prod033,Cus011,Mark003,2018-08-07,1,1074,"INR"
Prod033,Cus007,Mark004,2018-08-15,100,118056,"INR"
Prod033,Cus011,Mark003,2018-09-17,9,29028,"INR"
Prod033,Cus011,Mark003,2018-11-02,12,39782,"INR"
Prod033,Cus011,Mark003,2018-11-05,1,3227,"INR"
Prod034,Cus002,Mark002,2018-04-24,20,20106,"INR"
Prod034,Cus023,Mark002,2018-06-11,1,324,"INR"
Prod034,Cus023,Mark002,2018-09-28,1,324,"INR"
Prod035,Cus005,Mark004,2017-11-22,1,361,"INR"
Prod035,Cus031,Mark005,2017-11-24,1,1931,"INR"
Prod035,Cus005,Mark004,2017-11-24,1,361,"INR"
Prod035,Cus005,Mark004,2017-11-27,1,361,"INR"
Prod035,Cus005,Mark004,2017-11-28,1,361,"INR"
Prod035,Cus031,Mark005,2017-12-01,1,1287,"INR"
Prod035,Cus006,Mark004,2017-12-01,1,412,"INR"
Prod035,Cus031,Mark005,2017-12-11,1,644,"INR"
Prod035,Cus007,Mark004,2017-12-11,116,42009,"INR"
Prod036,Cus002,Mark002,2018-04-18,20,20106,"INR"
Prod037,Cus007,Mark004,2018-04-23,3,1157,"INR"
Prod038,Cus007,Mark004,2017-10-09,1,301,"INR"
Prod038,Cus007,Mark004,2017-12-18,1,306,"INR"
Prod038,Cus007,Mark004,2017-12-27,1,306,"INR"
Prod038,Cus005,Mark004,2018-02-07,1,500,"INR"
Prod038,Cus007,Mark004,2018-04-03,1,306,"INR"
Prod038,Cus007,Mark004,2018-04-09,1,306,"INR"
Prod038,Cus007,Mark004,2018-04-10,17,9537,"INR"
Prod038,Cus007,Mark004,2018-04-13,138,76852,"INR"
Prod038,Cus007,Mark004,2018-06-22,1,310,"INR"
Prod038,Cus007,Mark004,2018-07-27,1,1551,"INR"
Prod038,Cus007,Mark004,2018-07-30,1,1245,"INR"
Prod039,Cus016,Mark002,2017-10-06,1,523,"INR"
Prod039,Cus024,Mark002,2017-10-09,1,583,"INR"
Prod039,Cus003,Mark006,2017-10-10,1,0,"INR"
Prod039,Cus013,Mark006,2017-10-10,1,0,"INR"
Prod039,Cus003,Mark003,2017-10-11,1,806,"INR"
Prod039,Cus023,Mark002,2017-10-13,1,523,"INR"
Prod039,Cus022,Mark002,2017-10-17,30,51861,"INR"
Prod039,Cus003,Mark003,2017-10-19,1,1606,"INR"
Prod039,Cus003,Mark003,2017-10-20,1,1606,"INR"
Prod039,Cus016,Mark002,2017-10-20,1,523,"INR"
Prod039,Cus003,Mark003,2017-10-23,1,806,"INR"
Prod039,Cus003,Mark003,2017-10-25,2,5634,"INR"
Prod039,Cus003,Mark003,2017-10-26,2,4019,"INR"
Prod039,Cus016,Mark002,2017-10-27,1,1046,"INR"
Prod039,Cus003,Mark003,2017-10-30,1,1611,"INR"
Prod039,Cus003,Mark003,2017-11-03,1,1606,"INR"
Prod039,Cus016,Mark002,2017-11-03,1,2088,"INR"
Prod039,Cus003,Mark003,2017-11-06,1,806,"INR"
Prod039,Cus014,Mark003,2017-11-06,2,4634,"INR"
Prod039,Cus016,Mark002,2017-11-06,1,523,"INR"
Prod039,Cus016,Mark002,2017-11-09,1,523,"INR"
Prod039,Cus003,Mark003,2017-11-10,1,806,"INR"
Prod039,Cus016,Mark002,2017-11-10,1,1042,"INR"
Prod039,Cus003,Mark003,2017-11-14,3,8042,"INR"
Prod039,Cus003,Mark003,2017-11-16,1,1611,"INR"
Prod039,Cus023,Mark002,2017-11-16,1,523,"INR"
Prod039,Cus003,Mark003,2017-11-17,1,2417,"INR"
Prod039,Cus016,Mark002,2017-11-17,1,1569,"INR"
Prod039,Cus011,Mark003,2017-11-21,2,2491,"INR"
Prod039,Cus003,Mark003,2017-11-22,1,1606,"INR"
Prod039,Cus016,Mark002,2017-11-23,1,1042,"INR"
Prod039,Cus016,Mark002,2017-11-24,2,3657,"INR"
Prod039,Cus016,Mark002,2017-11-27,6,8875,"INR"
Prod039,Cus011,Mark003,2017-11-29,1,894,"INR"
Prod039,Cus014,Mark003,2017-11-29,2,4634,"INR"
Prod039,Cus003,Mark003,2017-11-30,1,806,"INR"
Prod039,Cus003,Mark003,2017-12-01,1,806,"INR"
Prod039,Cus023,Mark002,2017-12-01,1,523,"INR"
Prod039,Cus003,Mark003,2017-12-06,1,1611,"INR"
Prod039,Cus003,Mark003,2017-12-07,1,806,"INR"
Prod039,Cus003,Mark003,2017-12-08,1,1611,"INR"
Prod039,Cus016,Mark002,2017-12-08,1,523,"INR"
Prod039,Cus003,Mark003,2017-12-11,1,806,"INR"
Prod039,Cus003,Mark003,2017-12-14,1,806,"INR"
Prod039,Cus003,Mark003,2017-12-15,1,2412,"INR"
Prod039,Cus024,Mark002,2017-12-18,1,583,"INR"
Prod039,Cus003,Mark003,2017-12-20,1,1611,"INR"
Prod039,Cus016,Mark002,2017-12-21,1,1565,"INR"
Prod039,Cus011,Mark003,2017-12-22,2,2491,"INR"
Prod039,Cus016,Mark002,2017-12-22,5,8352,"INR"
Prod039,Cus003,Mark003,2017-12-26,1,806,"INR"
Prod039,Cus003,Mark003,2017-12-27,1,1606,"INR"
Prod039,Cus014,Mark003,2017-12-27,2,4634,"INR"
Prod039,Cus003,Mark003,2017-12-29,1,2412,"INR"
Prod039,Cus016,Mark002,2018-01-02,5,9306,"INR"
Prod039,Cus011,Mark003,2018-01-03,1,829,"INR"
Prod039,Cus003,Mark003,2018-01-03,1,1606,"INR"
Prod039,Cus016,Mark002,2018-01-05,5,8731,"INR"
Prod039,Cus003,Mark003,2018-01-08,1,806,"INR"
Prod039,Cus014,Mark003,2018-01-08,2,4634,"INR"
Prod039,Cus023,Mark002,2018-01-08,1,523,"INR"
Prod039,Cus003,Mark003,2018-01-09,1,806,"INR"
Prod039,Cus011,Mark003,2018-01-11,3,3324,"INR"
Prod039,Cus003,Mark003,2018-01-11,1,2412,"INR"
Prod039,Cus014,Mark003,2018-01-11,2,4634,"INR"
Prod039,Cus016,Mark002,2018-01-11,2,4069,"INR"
Prod039,Cus003,Mark003,2018-01-12,1,1606,"INR"
Prod039,Cus016,Mark002,2018-01-12,6,11051,"INR"
Prod039,Cus003,Mark006,2018-01-15,1,0,"INR"
Prod039,Cus003,Mark003,2018-01-15,1,806,"INR"
Prod039,Cus003,Mark003,2018-01-17,1,806,"INR"
Prod039,Cus016,Mark002,2018-01-19,17,29079,"INR"
Prod039,Cus003,Mark003,2018-01-22,1,806,"INR"
Prod039,Cus014,Mark003,2018-01-24,2,4634,"INR"
Prod039,Cus016,Mark002,2018-01-25,7,11630,"INR"
Prod039,Cus003,Mark003,2018-01-26,1,806,"INR"
Prod039,Cus016,Mark002,2018-01-26,11,18611,"INR"
Prod039,Cus003,Mark003,2018-01-29,1,806,"INR"
Prod039,Cus014,Mark003,2018-01-29,2,4634,"INR"
Prod039,Cus003,Mark003,2018-01-31,1,1611,"INR"
Prod039,Cus016,Mark002,2018-02-01,6,9884,"INR"
Prod039,Cus016,Mark002,2018-02-02,19,33144,"INR"
Prod039,Cus011,Mark003,2018-02-05,4,4986,"INR"
Prod039,Cus011,Mark003,2018-02-08,1,1245,"INR"
Prod039,Cus003,Mark003,2018-02-08,1,806,"INR"
Prod039,Cus016,Mark002,2018-02-08,3,4653,"INR"
Prod039,Cus011,Mark003,2018-02-09,1,894,"INR"
Prod039,Cus003,Mark003,2018-02-09,1,806,"INR"
Prod039,Cus016,Mark002,2018-02-09,23,39537,"INR"
Prod039,Cus011,Mark003,2018-02-12,1,1662,"INR"
Prod039,Cus003,Mark003,2018-02-14,1,806,"INR"
Prod039,Cus003,Mark003,2018-02-20,1,806,"INR"
Prod039,Cus014,Mark003,2018-02-20,2,4634,"INR"
Prod039,Cus003,Mark003,2018-02-21,1,806,"INR"
Prod039,Cus003,Mark003,2018-02-22,1,806,"INR"
Prod039,Cus003,Mark003,2018-02-23,1,2412,"INR"
Prod039,Cus003,Mark003,2018-02-26,1,806,"INR"
Prod039,Cus003,Mark003,2018-02-28,1,2417,"INR"
Prod039,Cus023,Mark002,2018-03-01,1,523,"INR"
Prod039,Cus011,Mark006,2018-03-08,5,0,"INR"
Prod039,Cus011,Mark003,2018-03-13,1,829,"INR"
Prod039,Cus003,Mark003,2018-03-14,1,3181,"INR"
Prod039,Cus014,Mark003,2018-03-14,4,9352,"INR"
Prod039,Cus023,Mark002,2018-03-14,1,523,"INR"
Prod039,Cus003,Mark003,2018-03-15,1,796,"INR"
Prod039,Cus014,Mark003,2018-03-15,2,4676,"INR"
Prod039,Cus024,Mark002,2018-03-19,1,583,"INR"
Prod039,Cus014,Mark003,2018-03-21,2,4676,"INR"
Prod039,Cus003,Mark003,2018-03-23,1,796,"INR"
Prod039,Cus011,Mark003,2018-03-27,2,2491,"INR"
Prod039,Cus014,Mark003,2018-03-29,2,4676,"INR"
Prod039,Cus011,Mark003,2018-03-30,1,829,"INR"
Prod039,Cus003,Mark003,2018-04-04,1,796,"INR"
Prod039,Cus003,Mark003,2018-04-06,2,3972,"INR"
Prod039,Cus003,Mark003,2018-04-09,1,796,"INR"
Prod039,Cus003,Mark003,2018-04-10,1,796,"INR"
Prod039,Cus014,Mark003,2018-04-10,2,4676,"INR"
Prod039,Cus024,Mark002,2018-04-10,1,583,"INR"
Prod039,Cus003,Mark003,2018-04-11,1,796,"INR"
Prod039,Cus003,Mark003,2018-04-12,1,796,"INR"
Prod039,Cus003,Mark003,2018-04-16,1,1593,"INR"
Prod039,Cus011,Mark003,2018-04-17,3,3574,"INR"
Prod039,Cus003,Mark003,2018-04-20,1,796,"INR"
Prod039,Cus011,Mark003,2018-04-23,1,449,"INR"
Prod039,Cus003,Mark003,2018-04-23,1,796,"INR"
Prod039,Cus024,Mark002,2018-04-24,1,583,"INR"
Prod039,Cus003,Mark003,2018-04-25,1,796,"INR"
Prod039,Cus024,Mark002,2018-04-30,1,583,"INR"
Prod039,Cus003,Mark003,2018-05-02,1,796,"INR"
Prod039,Cus003,Mark003,2018-05-03,1,796,"INR"
Prod039,Cus003,Mark003,2018-05-04,1,796,"INR"
Prod039,Cus003,Mark003,2018-05-07,1,796,"INR"
Prod039,Cus014,Mark003,2018-05-16,2,4676,"INR"
Prod039,Cus003,Mark003,2018-05-23,1,2389,"INR"
Prod039,Cus003,Mark003,2018-05-28,1,796,"INR"
Prod039,Cus003,Mark003,2018-05-31,1,796,"INR"
Prod039,Cus003,Mark003,2018-06-01,1,1588,"INR"
Prod039,Cus003,Mark003,2018-07-05,1,796,"INR"
Prod039,Cus003,Mark003,2018-07-18,1,796,"INR"
Prod039,Cus011,Mark003,2018-08-20,1,1245,"INR"
Prod039,Cus003,Mark003,2018-09-06,1,796,"INR"
Prod039,Cus003,Mark003,2018-09-07,1,796,"INR"
Prod039,Cus003,Mark003,2018-09-12,1,3176,"INR"
Prod039,Cus003,Mark003,2018-09-19,1,796,"INR"
Prod039,Cus011,Mark003,2018-09-20,1,829,"INR"
Prod039,Cus003,Mark003,2018-09-21,1,796,"INR"
Prod039,Cus003,Mark003,2019-04-05,1,1569,"INR"
Prod039,Cus011,Mark003,2019-04-08,1,1245,"INR"
Prod039,Cus003,Mark003,2019-04-09,1,782,"INR"
Prod039,Cus003,Mark003,2019-05-03,1,782,"INR"
Prod039,Cus011,Mark003,2019-05-28,1,1069,"INR"
Prod039,Cus003,Mark003,2019-05-31,1,1569,"INR"
Prod039,Cus003,Mark003,2019-06-05,1,782,"INR"
Prod039,Cus010,Mark003,2019-06-14,1,1611,"INR"
Prod039,Cus011,Mark003,2019-06-18,1,870,"INR"
Prod039,Cus010,Mark003,2019-06-19,1,806,"INR"
Prod039,Cus003,Mark003,2019-06-19,1,3134,"INR"
Prod039,Cus003,Mark003,2019-06-20,1,782,"INR"
Prod039,Cus010,Mark003,2019-06-21,1,806,"INR"
Prod039,Cus011,Mark003,2019-06-21,1,3213,"INR"
Prod039,Cus010,Mark003,2019-06-25,1,2412,"INR"
Prod039,Cus010,Mark003,2019-06-28,1,1611,"INR"
Prod039,Cus011,Mark003,2019-07-01,1,1069,"INR"
Prod039,Cus003,Mark003,2019-07-03,1,782,"INR"
Prod039,Cus003,Mark003,2019-07-10,1,2352,"INR"
Prod039,Cus003,Mark003,2019-07-12,2,3917,"INR"
Prod039,Cus011,Mark003,2019-07-15,1,2139,"INR"
Prod039,Cus003,Mark003,2019-07-18,1,1565,"INR"
Prod039,Cus011,Mark003,2019-07-19,1,3213,"INR"
Prod039,Cus003,Mark003,2019-07-22,1,3134,"INR"
Prod039,Cus003,Mark003,2019-08-12,1,782,"INR"
Prod039,Cus003,Mark003,2019-08-23,1,782,"INR"
Prod039,Cus003,Mark003,2019-08-28,1,3130,"INR"
Prod039,Cus011,Mark003,2019-09-06,1,829,"INR"
Prod039,Cus003,Mark003,2019-09-06,1,2352,"INR"
Prod039,Cus003,Mark003,2019-09-16,2,3917,"INR"
Prod039,Cus011,Mark003,2019-09-27,1,1069,"INR"
Prod039,Cus011,Mark003,2019-10-01,1,435,"INR"
Prod039,Cus011,Mark003,2019-10-02,2,4458,"INR"
Prod039,Cus011,Mark003,2019-10-04,1,2139,"INR"
Prod039,Cus003,Mark003,2019-10-09,1,782,"INR"
Prod039,Cus011,Mark003,2019-10-15,1,435,"INR"
Prod039,Cus003,Mark003,2019-10-23,1,782,"INR"
Prod039,Cus003,Mark003,2019-11-02,1,782,"INR"
Prod039,Cus003,Mark003,2019-11-20,1,704,"INR"
Prod040,Cus001,Mark001,2018-01-05,240,168245,"INR"
Prod040,Cus032,Mark009,2018-01-08,120,118847,"INR"
Prod040,Cus001,Mark001,2018-01-12,167,104648,"INR"
Prod040,Cus001,Mark001,2018-01-15,240,168245,"INR"
Prod040,Cus006,Mark004,2018-01-15,320,659380,"INR"
Prod040,Cus006,Mark004,2018-01-17,33,51250,"INR"
Prod040,Cus005,Mark006,2018-01-19,40,0,"INR"
Prod040,Cus006,Mark004,2018-01-19,600,1283875,"INR"
Prod040,Cus020,Mark004,2018-01-19,1,3056,"INR"
Prod040,Cus020,Mark004,2018-01-22,1,1019,"INR"
Prod040,Cus008,Mark005,2018-01-23,240,410000,"INR"
Prod040,Cus020,Mark004,2018-01-23,1,2037,"INR"
Prod040,Cus006,Mark004,2018-01-24,1,514,"INR"
Prod040,Cus020,Mark004,2018-01-24,1,2037,"INR"
Prod040,Cus006,Mark004,2018-01-25,80,322495,"INR"
Prod040,Cus020,Mark004,2018-01-25,1,3787,"INR"
Prod040,Cus006,Mark004,2018-01-26,1,514,"INR"
Prod040,Cus020,Mark004,2018-01-26,2,4519,"INR"
Prod040,Cus008,Mark005,2018-01-29,1,1065,"INR"
Prod040,Cus005,Mark004,2018-01-29,1,880,"INR"
Prod040,Cus006,Mark004,2018-01-29,5,7986,"INR"
Prod040,Cus020,Mark004,2018-01-29,1,3056,"INR"
Prod040,Cus007,Mark004,2018-01-29,1,653,"INR"
Prod040,Cus001,Mark001,2018-01-30,193,135532,"INR"
Prod040,Cus005,Mark004,2018-01-30,103,150088,"INR"
Prod040,Cus006,Mark004,2018-01-30,778,970130,"INR"
Prod040,Cus020,Mark004,2018-01-30,1,3213,"INR"
Prod040,Cus020,Mark006,2018-01-31,3,0,"INR"
Prod040,Cus005,Mark004,2018-01-31,7,8755,"INR"
Prod040,Cus006,Mark004,2018-01-31,24,39153,"INR"
Prod040,Cus020,Mark004,2018-01-31,2,3944,"INR"
Prod040,Cus006,Mark004,2018-02-01,12,19060,"INR"
Prod040,Cus020,Mark004,2018-02-01,1,731,"INR"
Prod040,Cus005,Mark004,2018-02-05,4,5690,"INR"
Prod040,Cus020,Mark004,2018-02-05,1,1019,"INR"
Prod040,Cus020,Mark006,2018-02-06,1,0,"INR"
Prod040,Cus005,Mark004,2018-02-06,13,17514,"INR"
Prod040,Cus006,Mark004,2018-02-06,1,1032,"INR"
Prod040,Cus020,Mark004,2018-02-06,1,1750,"INR"
Prod040,Cus007,Mark004,2018-02-06,1,653,"INR"
Prod040,Cus005,Mark004,2018-02-07,80,105079,"INR"
Prod040,Cus006,Mark004,2018-02-07,5,8245,"INR"
Prod040,Cus020,Mark004,2018-02-07,1,1019,"INR"
Prod040,Cus006,Mark004,2018-02-08,23,41500,"INR"
Prod040,Cus020,Mark004,2018-02-08,1,3056,"INR"
Prod040,Cus020,Mark004,2018-02-09,1,1019,"INR"
Prod040,Cus007,Mark004,2018-02-09,1,653,"INR"
Prod040,Cus001,Mark001,2018-02-12,40,28042,"INR"
Prod040,Cus005,Mark004,2018-02-12,1,880,"INR"
Prod040,Cus001,Mark001,2018-02-13,40,25116,"INR"
Prod040,Cus005,Mark004,2018-02-13,1,880,"INR"
Prod040,Cus020,Mark004,2018-02-13,1,1019,"INR"
Prod040,Cus005,Mark004,2018-02-14,1,440,"INR"
Prod040,Cus020,Mark004,2018-02-15,1,1019,"INR"
Prod040,Cus005,Mark004,2018-02-20,27,35023,"INR"
Prod040,Cus020,Mark004,2018-02-20,1,1019,"INR"
Prod040,Cus007,Mark004,2018-02-22,1,653,"INR"
Prod040,Cus008,Mark005,2018-02-26,1,792,"INR"
Prod040,Cus006,Mark004,2018-02-27,1,625,"INR"
Prod040,Cus005,Mark004,2018-02-28,40,52542,"INR"
Prod040,Cus020,Mark004,2018-02-28,240,484380,"INR"
Prod040,Cus005,Mark004,2018-03-01,1,440,"INR"
Prod040,Cus007,Mark004,2018-03-02,3,5880,"INR"
Prod040,Cus005,Mark004,2018-03-05,1,440,"INR"
Prod040,Cus020,Mark004,2018-03-05,80,161458,"INR"
Prod040,Cus007,Mark004,2018-03-05,4,7194,"INR"
Prod040,Cus005,Mark004,2018-03-06,7,8755,"INR"
Prod040,Cus006,Mark004,2018-03-06,1,625,"INR"
Prod040,Cus005,Mark004,2018-03-07,40,52542,"INR"
Prod040,Cus005,Mark004,2018-03-08,1,440,"INR"
Prod040,Cus020,Mark004,2018-03-08,1,2019,"INR"
Prod040,Cus006,Mark004,2018-03-09,1,514,"INR"
Prod040,Cus020,Mark004,2018-03-09,400,807301,"INR"
Prod040,Cus007,Mark004,2018-03-09,2,3921,"INR"
Prod040,Cus007,Mark004,2018-03-12,1,653,"INR"
Prod040,Cus005,Mark004,2018-03-13,40,52542,"INR"
Prod040,Cus006,Mark004,2018-03-14,10,15032,"INR"
Prod040,Cus020,Mark004,2018-03-14,1,671,"INR"
Prod040,Cus020,Mark004,2018-03-15,1,1343,"INR"
Prod040,Cus007,Mark004,2018-03-16,1,1306,"INR"
Prod040,Cus005,Mark004,2018-03-19,41,53421,"INR"
Prod040,Cus007,Mark004,2018-03-19,1,653,"INR"
Prod040,Cus006,Mark004,2018-03-20,13,20500,"INR"
Prod040,Cus020,Mark004,2018-03-22,1,671,"INR"
Prod040,Cus007,Mark004,2018-03-23,2,4569,"INR"
Prod040,Cus005,Mark004,2018-03-26,40,52542,"INR"
Prod040,Cus006,Mark004,2018-03-26,120,149500,"INR"
Prod040,Cus007,Mark004,2018-03-26,2,3921,"INR"
Prod040,Cus005,Mark004,2018-03-27,1,880,"INR"
Prod040,Cus007,Mark004,2018-03-27,2,3269,"INR"
Prod040,Cus020,Mark004,2018-03-28,40,81403,"INR"
Prod040,Cus033,Mark005,2018-03-29,198,201093,"INR"
Prod040,Cus001,Mark001,2018-04-03,480,336495,"INR"
Prod040,Cus005,Mark004,2018-04-03,1,440,"INR"
Prod040,Cus006,Mark004,2018-04-03,1,625,"INR"
Prod040,Cus007,Mark004,2018-04-03,8,15032,"INR"
Prod040,Cus020,Mark004,2018-04-04,1,731,"INR"
Prod040,Cus033,Mark005,2018-04-06,1,676,"INR"
Prod040,Cus005,Mark004,2018-04-06,1,440,"INR"
Prod040,Cus005,Mark004,2018-04-09,1,440,"INR"
Prod040,Cus005,Mark004,2018-04-12,1,440,"INR"
Prod040,Cus033,Mark005,2018-04-13,1,1014,"INR"
Prod040,Cus006,Mark004,2018-04-16,1,259,"INR"
Prod040,Cus005,Mark004,2018-04-17,1,1759,"INR"
Prod040,Cus006,Mark004,2018-04-17,7,10250,"INR"
Prod040,Cus020,Mark004,2018-04-17,1,1463,"INR"
Prod040,Cus006,Mark004,2018-04-19,376,994241,"INR"
Prod040,Cus033,Mark005,2018-04-20,1,676,"INR"
Prod040,Cus006,Mark004,2018-04-20,1,458,"INR"
Prod040,Cus005,Mark004,2018-04-25,1,486,"INR"
Prod040,Cus006,Mark004,2018-04-25,1,1028,"INR"
Prod040,Cus005,Mark004,2018-04-26,1,926,"INR"
Prod040,Cus006,Mark004,2018-04-26,1,2060,"INR"
Prod040,Cus031,Mark005,2018-04-27,4,5889,"INR"
Prod040,Cus033,Mark005,2018-04-27,1,338,"INR"
Prod040,Cus001,Mark001,2018-04-27,120,75347,"INR"
Prod040,Cus001,Mark001,2018-04-30,120,84125,"INR"
Prod040,Cus006,Mark004,2018-04-30,1,1287,"INR"
Prod040,Cus005,Mark004,2018-05-02,1,486,"INR"
Prod040,Cus006,Mark004,2018-05-02,21,35329,"INR"
Prod040,Cus006,Mark004,2018-05-03,1,514,"INR"
Prod040,Cus033,Mark005,2018-05-04,1,338,"INR"
Prod040,Cus005,Mark004,2018-05-04,1,486,"INR"
Prod040,Cus006,Mark004,2018-05-04,121,150532,"INR"
Prod040,Cus007,Mark004,2018-05-07,1,653,"INR"
Prod040,Cus005,Mark004,2018-05-09,1,431,"INR"
Prod040,Cus006,Mark004,2018-05-09,1,458,"INR"
Prod040,Cus020,Mark004,2018-05-09,1,1463,"INR"
Prod040,Cus031,Mark005,2018-05-11,1,491,"INR"
Prod040,Cus033,Mark005,2018-05-11,1,338,"INR"
Prod040,Cus005,Mark004,2018-05-14,1,486,"INR"
Prod040,Cus001,Mark001,2018-05-16,160,100463,"INR"
Prod040,Cus005,Mark004,2018-05-17,1,486,"INR"
Prod040,Cus006,Mark004,2018-05-17,7,18208,"INR"
Prod040,Cus033,Mark005,2018-05-18,1,676,"INR"
Prod040,Cus005,Mark004,2018-05-18,1,486,"INR"
Prod040,Cus005,Mark004,2018-05-22,27,34588,"INR"
Prod040,Cus005,Mark006,2018-05-25,2,0,"INR"
Prod040,Cus033,Mark005,2018-05-25,3,3380,"INR"
Prod040,Cus007,Mark004,2018-05-28,13,9347,"INR"
Prod040,Cus005,Mark004,2018-05-29,1,431,"INR"
Prod040,Cus006,Mark004,2018-05-29,120,150014,"INR"
Prod040,Cus005,Mark004,2018-05-30,1,431,"INR"
Prod040,Cus033,Mark005,2018-06-01,2,1690,"INR"
Prod040,Cus005,Mark004,2018-06-01,1,431,"INR"
Prod040,Cus006,Mark004,2018-06-04,13,27944,"INR"
Prod040,Cus020,Mark004,2018-06-04,1,731,"INR"
Prod040,Cus005,Mark004,2018-06-05,7,8648,"INR"
Prod040,Cus006,Mark004,2018-06-05,1,514,"INR"
Prod040,Cus006,Mark004,2018-06-06,1,259,"INR"
Prod040,Cus020,Mark004,2018-06-06,1,1463,"INR"
Prod040,Cus005,Mark004,2018-06-07,1,1292,"INR"
Prod040,Cus033,Mark005,2018-06-08,2,1690,"INR"
Prod040,Cus005,Mark004,2018-06-11,1,861,"INR"
Prod040,Cus007,Mark004,2018-06-11,1,653,"INR"
Prod040,Cus005,Mark004,2018-06-12,15,19074,"INR"
Prod040,Cus005,Mark004,2018-06-13,2,2583,"INR"
Prod040,Cus007,Mark004,2018-06-13,1,2611,"INR"
Prod040,Cus005,Mark004,2018-06-14,23,29394,"INR"
Prod040,Cus007,Mark004,2018-06-14,7,13731,"INR"
Prod040,Cus033,Mark005,2018-06-15,1,338,"INR"
Prod040,Cus005,Mark004,2018-06-15,1,431,"INR"
Prod040,Cus005,Mark004,2018-06-18,1,861,"INR"
Prod040,Cus005,Mark004,2018-06-19,70,91208,"INR"
Prod040,Cus006,Mark004,2018-06-19,7,10250,"INR"
Prod040,Cus031,Mark005,2018-06-20,1,491,"INR"
Prod040,Cus005,Mark004,2018-06-20,2,3014,"INR"
Prod040,Cus006,Mark004,2018-06-20,1,514,"INR"
Prod040,Cus005,Mark004,2018-06-21,1,1292,"INR"
Prod040,Cus033,Mark005,2018-06-22,1,676,"INR"
Prod040,Cus005,Mark004,2018-06-22,1,431,"INR"
Prod040,Cus006,Mark004,2018-06-22,134,130153,"INR"
Prod040,Cus007,Mark004,2018-06-22,3,5231,"INR"
Prod040,Cus005,Mark004,2018-06-25,1,861,"INR"
Prod040,Cus031,Mark005,2018-06-26,1,491,"INR"
Prod040,Cus005,Mark004,2018-06-26,41,53662,"INR"
Prod040,Cus005,Mark004,2018-06-28,40,52315,"INR"
Prod040,Cus006,Mark004,2018-06-28,3,5125,"INR"
Prod040,Cus031,Mark005,2018-06-29,1,491,"INR"
Prod040,Cus033,Mark005,2018-06-29,2,2366,"INR"
Prod040,Cus005,Mark004,2018-06-29,1,431,"INR"
Prod040,Cus008,Mark005,2018-07-02,1,532,"INR"
Prod040,Cus005,Mark004,2018-07-02,1,431,"INR"
Prod040,Cus006,Mark004,2018-07-02,53,0,"INR"
Prod040,Cus007,Mark004,2018-07-02,3,5880,"INR"
Prod040,Cus005,Mark006,2018-07-03,3,0,"INR"
Prod040,Cus005,Mark004,2018-07-05,1,861,"INR"
Prod040,Cus033,Mark005,2018-07-06,3,3042,"INR"
Prod040,Cus006,Mark004,2018-07-06,40,86667,"INR"
Prod040,Cus005,Mark004,2018-07-09,1,431,"INR"
Prod040,Cus006,Mark004,2018-07-11,40,106167,"INR"
Prod040,Cus005,Mark004,2018-07-12,1,431,"INR"
Prod040,Cus033,Mark005,2018-07-13,1,1014,"INR"
Prod040,Cus005,Mark004,2018-07-16,7,8648,"INR"
Prod040,Cus006,Mark004,2018-07-16,7,10250,"INR"
Prod040,Cus005,Mark006,2018-07-18,12,0,"INR"
Prod040,Cus033,Mark005,2018-07-20,3,2704,"INR"
Prod040,Cus005,Mark004,2018-07-20,1,431,"INR"
Prod040,Cus006,Mark004,2018-07-20,133,123139,"INR"
Prod040,Cus007,Mark004,2018-07-20,4,7838,"INR"
Prod040,Cus007,Mark004,2018-07-21,1,1306,"INR"
Prod040,Cus005,Mark004,2018-07-23,1,1292,"INR"
Prod040,Cus005,Mark004,2018-07-24,1,431,"INR"
Prod040,Cus005,Mark004,2018-07-25,1,431,"INR"
Prod040,Cus005,Mark004,2018-07-26,1,861,"INR"
Prod040,Cus033,Mark005,2018-07-27,1,338,"INR"
Prod040,Cus005,Mark004,2018-07-27,40,51884,"INR"
